0it [00:00, ?it/s]  0%|          | 0/9912422 [00:00<?, ?it/s]  0%|          | 16384/9912422 [00:00<01:43, 95673.33it/s]  0%|          | 49152/9912422 [00:00<01:25, 115789.97it/s]  1%|          | 98304/9912422 [00:00<01:07, 144352.55it/s]  2%|▏         | 212992/9912422 [00:00<00:50, 191631.38it/s]  4%|▍         | 434176/9912422 [00:01<00:36, 259770.87it/s]  9%|▉         | 868352/9912422 [00:01<00:25, 358560.25it/s] 18%|█▊        | 1753088/9912422 [00:01<00:16, 499620.39it/s] 35%|███▌      | 3514368/9912422 [00:01<00:09, 701982.77it/s] 56%|█████▌    | 5570560/9912422 [00:01<00:04, 982454.88it/s] 77%|███████▋  | 7667712/9912422 [00:01<00:01, 1364815.79it/s] 98%|█████████▊| 9691136/9912422 [00:01<00:00, 1872439.97it/s]9920512it [00:02, 3757926.68it/s]                             
0it [00:00, ?it/s]  0%|          | 0/28881 [00:00<?, ?it/s] 57%|█████▋    | 16384/28881 [00:00<00:00, 113587.41it/s]32768it [00:00, 65800.53it/s]                            
0it [00:00, ?it/s]  0%|          | 0/1648877 [00:00<?, ?it/s]  1%|          | 16384/1648877 [00:00<00:17, 95185.26it/s]  3%|▎         | 49152/1648877 [00:00<00:13, 115233.97it/s]  6%|▌         | 98304/1648877 [00:00<00:10, 143842.63it/s] 13%|█▎        | 212992/1648877 [00:00<00:07, 191091.66it/s] 26%|██▋       | 434176/1648877 [00:01<00:04, 259285.19it/s] 53%|█████▎    | 868352/1648877 [00:01<00:02, 357684.17it/s]1654784it [00:01, 1291522.63it/s]                           
0it [00:00, ?it/s]  0%|          | 0/4542 [00:00<?, ?it/s]8192it [00:00, 24071.13it/s]            Downloading http://yann.lecun.com/exdb/mnist/train-images-idx3-ubyte.gz to ./data_mnist/MNIST/raw/train-images-idx3-ubyte.gz
Extracting ./data_mnist/MNIST/raw/train-images-idx3-ubyte.gz to ./data_mnist/MNIST/raw
Downloading http://yann.lecun.com/exdb/mnist/train-labels-idx1-ubyte.gz to ./data_mnist/MNIST/raw/train-labels-idx1-ubyte.gz
Extracting ./data_mnist/MNIST/raw/train-labels-idx1-ubyte.gz to ./data_mnist/MNIST/raw
Downloading http://yann.lecun.com/exdb/mnist/t10k-images-idx3-ubyte.gz to ./data_mnist/MNIST/raw/t10k-images-idx3-ubyte.gz
Extracting ./data_mnist/MNIST/raw/t10k-images-idx3-ubyte.gz to ./data_mnist/MNIST/raw
Downloading http://yann.lecun.com/exdb/mnist/t10k-labels-idx1-ubyte.gz to ./data_mnist/MNIST/raw/t10k-labels-idx1-ubyte.gz
Extracting ./data_mnist/MNIST/raw/t10k-labels-idx1-ubyte.gz to ./data_mnist/MNIST/raw
Processing...
Done!
train_dataset =  48000
valid_dataset =  12000
test_dataset =  10000
training start ...

Epoch [1/50], Loss: 0.0046, val_loss: 0.0013, val_acc: 0.9588
Epoch [2/50], Loss: 0.0013, val_loss: 0.0008, val_acc: 0.9734
Epoch [3/50], Loss: 0.0009, val_loss: 0.0007, val_acc: 0.9779
Epoch [4/50], Loss: 0.0007, val_loss: 0.0006, val_acc: 0.9822
Epoch [5/50], Loss: 0.0006, val_loss: 0.0005, val_acc: 0.9841
Epoch [6/50], Loss: 0.0005, val_loss: 0.0005, val_acc: 0.9857
Epoch [7/50], Loss: 0.0004, val_loss: 0.0004, val_acc: 0.9870
Epoch [8/50], Loss: 0.0004, val_loss: 0.0004, val_acc: 0.9877
Epoch [9/50], Loss: 0.0004, val_loss: 0.0004, val_acc: 0.9873
Epoch [10/50], Loss: 0.0003, val_loss: 0.0004, val_acc: 0.9875
Epoch [11/50], Loss: 0.0003, val_loss: 0.0004, val_acc: 0.9888
Epoch [12/50], Loss: 0.0003, val_loss: 0.0004, val_acc: 0.9888
Epoch [13/50], Loss: 0.0003, val_loss: 0.0004, val_acc: 0.9897
Epoch [14/50], Loss: 0.0002, val_loss: 0.0004, val_acc: 0.9892
Epoch [15/50], Loss: 0.0002, val_loss: 0.0004, val_acc: 0.9892
Epoch [16/50], Loss: 0.0002, val_loss: 0.0004, val_acc: 0.9888
Epoch [17/50], Loss: 0.0002, val_loss: 0.0003, val_acc: 0.9895
Epoch [18/50], Loss: 0.0002, val_loss: 0.0003, val_acc: 0.9900
Epoch [19/50], Loss: 0.0002, val_loss: 0.0003, val_acc: 0.9891
Epoch [20/50], Loss: 0.0002, val_loss: 0.0003, val_acc: 0.9902
Epoch [21/50], Loss: 0.0002, val_loss: 0.0003, val_acc: 0.9890
Epoch [22/50], Loss: 0.0002, val_loss: 0.0003, val_acc: 0.9901
Epoch [23/50], Loss: 0.0002, val_loss: 0.0003, val_acc: 0.9902
Epoch [24/50], Loss: 0.0002, val_loss: 0.0003, val_acc: 0.9896
Epoch [25/50], Loss: 0.0002, val_loss: 0.0003, val_acc: 0.9898
Epoch [26/50], Loss: 0.0001, val_loss: 0.0004, val_acc: 0.9889
Epoch [27/50], Loss: 0.0002, val_loss: 0.0003, val_acc: 0.9905
Epoch [28/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9898
Epoch [29/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9903
Epoch [30/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9908
Epoch [31/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9910
Epoch [32/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9898
Epoch [33/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9909
Epoch [34/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9907
Epoch [35/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9901
Epoch [36/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9899
Epoch [37/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9893
Epoch [38/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9900
Epoch [39/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9896
Epoch [40/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9902
Epoch [41/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9899
Epoch [42/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9904
Epoch [43/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9898
Epoch [44/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9909
Epoch [45/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9902
Epoch [46/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9918
Epoch [47/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9893
Epoch [48/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9905
Epoch [49/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9900
Epoch [50/50], Loss: 0.0001, val_loss: 0.0003, val_acc: 0.9901
test_accuracy: 99.2 %
learning time: 97.710 [sec]
