Files already downloaded and verified
Files already downloaded and verified
train_dataset =  40000
valid_dataset =  10000
test_dataset =  10000
training start ...
Epoch [1/50], Loss: 0.0185, val_loss: 0.0168, val_acc: 0.3941
Epoch [2/50], Loss: 0.0165, val_loss: 0.0161, val_acc: 0.4204
Epoch [3/50], Loss: 0.0156, val_loss: 0.0155, val_acc: 0.4480
Epoch [4/50], Loss: 0.0151, val_loss: 0.0158, val_acc: 0.4372
Epoch [5/50], Loss: 0.0146, val_loss: 0.0149, val_acc: 0.4623
Epoch [6/50], Loss: 0.0142, val_loss: 0.0149, val_acc: 0.4705
Epoch [7/50], Loss: 0.0138, val_loss: 0.0151, val_acc: 0.4607
Epoch [8/50], Loss: 0.0133, val_loss: 0.0141, val_acc: 0.5011
Epoch [9/50], Loss: 0.0129, val_loss: 0.0140, val_acc: 0.5049
Epoch [10/50], Loss: 0.0126, val_loss: 0.0148, val_acc: 0.4752
Epoch [11/50], Loss: 0.0122, val_loss: 0.0139, val_acc: 0.5100
Epoch [12/50], Loss: 0.0119, val_loss: 0.0137, val_acc: 0.5213
Epoch [13/50], Loss: 0.0116, val_loss: 0.0138, val_acc: 0.5133
Epoch [14/50], Loss: 0.0112, val_loss: 0.0138, val_acc: 0.5245
Epoch [15/50], Loss: 0.0109, val_loss: 0.0139, val_acc: 0.5230
Epoch [16/50], Loss: 0.0106, val_loss: 0.0137, val_acc: 0.5208
Epoch [17/50], Loss: 0.0102, val_loss: 0.0136, val_acc: 0.5341
Epoch [18/50], Loss: 0.0100, val_loss: 0.0140, val_acc: 0.5268
Epoch [19/50], Loss: 0.0097, val_loss: 0.0137, val_acc: 0.5411
Epoch [20/50], Loss: 0.0092, val_loss: 0.0146, val_acc: 0.5083
Epoch [21/50], Loss: 0.0089, val_loss: 0.0142, val_acc: 0.5296
Epoch [22/50], Loss: 0.0085, val_loss: 0.0143, val_acc: 0.5296
Epoch [23/50], Loss: 0.0082, val_loss: 0.0143, val_acc: 0.5301
Epoch [24/50], Loss: 0.0079, val_loss: 0.0147, val_acc: 0.5274
Epoch [25/50], Loss: 0.0075, val_loss: 0.0150, val_acc: 0.5287
Epoch [26/50], Loss: 0.0073, val_loss: 0.0149, val_acc: 0.5353
Epoch [27/50], Loss: 0.0068, val_loss: 0.0156, val_acc: 0.5206
Epoch [28/50], Loss: 0.0065, val_loss: 0.0160, val_acc: 0.5063
Epoch [29/50], Loss: 0.0062, val_loss: 0.0163, val_acc: 0.5282
Epoch [30/50], Loss: 0.0058, val_loss: 0.0158, val_acc: 0.5369
Epoch [31/50], Loss: 0.0056, val_loss: 0.0162, val_acc: 0.5272
Epoch [32/50], Loss: 0.0052, val_loss: 0.0165, val_acc: 0.5338
Epoch [33/50], Loss: 0.0048, val_loss: 0.0179, val_acc: 0.5160
Epoch [34/50], Loss: 0.0045, val_loss: 0.0175, val_acc: 0.5285
Epoch [35/50], Loss: 0.0043, val_loss: 0.0181, val_acc: 0.5136
Epoch [36/50], Loss: 0.0042, val_loss: 0.0182, val_acc: 0.5187
Epoch [37/50], Loss: 0.0037, val_loss: 0.0186, val_acc: 0.5199
Epoch [38/50], Loss: 0.0038, val_loss: 0.0185, val_acc: 0.5141
Epoch [39/50], Loss: 0.0035, val_loss: 0.0187, val_acc: 0.5325
Epoch [40/50], Loss: 0.0030, val_loss: 0.0195, val_acc: 0.5237
Epoch [41/50], Loss: 0.0031, val_loss: 0.0200, val_acc: 0.5295
Epoch [42/50], Loss: 0.0029, val_loss: 0.0200, val_acc: 0.5242
Epoch [43/50], Loss: 0.0027, val_loss: 0.0205, val_acc: 0.5261
Epoch [44/50], Loss: 0.0025, val_loss: 0.0213, val_acc: 0.5345
Epoch [45/50], Loss: 0.0021, val_loss: 0.0216, val_acc: 0.5268
Epoch [46/50], Loss: 0.0023, val_loss: 0.0207, val_acc: 0.5287
Epoch [47/50], Loss: 0.0022, val_loss: 0.0206, val_acc: 0.5359
Epoch [48/50], Loss: 0.0022, val_loss: 0.0216, val_acc: 0.5246
Epoch [49/50], Loss: 0.0017, val_loss: 0.0227, val_acc: 0.5279
Epoch [50/50], Loss: 0.0018, val_loss: 0.0225, val_acc: 0.5317
test_accuracy: 53.4 %
learning time: 107.990 [sec]
